Serial Number,Area Name,Number Of Duties,Days,Time
2492,HSR Layout,103,Saturday,19:00 to 20:00
2493,HSR Layout,110,Saturday,20:00 to 21:00
2494,HSR Layout,75,Saturday,21:00 to 22:00
2495,HSR Layout,98,Saturday,22:00 to 23:00
2496,HSR Layout,107,Saturday,23:00 to 00:00
2497,HSR Layout,124,Sunday,00:00 to 01:00
2498,HSR Layout,147,Sunday,01:00 to 02:00
2499,HSR Layout,91,Sunday,02:00 to 03:00
2500,HSR Layout,97,Sunday,03:00 to 04:00
2501,HSR Layout,62,Sunday,04:00 to 05:00
2502,HSR Layout,99,Sunday,05:00 to 06:00
2503,HSR Layout,65,Sunday,06:00 to 07:00
2504,HSR Layout,67,Sunday,07:00 to 08:00
2505,HSR Layout,96,Sunday,08:00 to 09:00
2506,HSR Layout,87,Sunday,09:00 to 10:00
2507,HSR Layout,98,Sunday,10:00 to 11:00
2508,HSR Layout,89,Sunday,11:00 to 12:00
2509,HSR Layout,85,Sunday,12:00 to 13:00
2510,HSR Layout,100,Sunday,13:00 to 14:00
2511,HSR Layout,105,Sunday,14:00 to 15:00
2512,HSR Layout,114,Sunday,15:00 to 16:00
2513,HSR Layout,108,Sunday,16:00 to 17:00
2514,HSR Layout,103,Sunday,17:00 to 18:00
2515,HSR Layout,119,Sunday,18:00 to 19:00
2516,HSR Layout,91,Sunday,19:00 to 20:00
2517,HSR Layout,79,Sunday,20:00 to 21:00
2518,HSR Layout,79,Sunday,21:00 to 22:00
2519,HSR Layout,120,Sunday,22:00 to 23:00
2520,HSR Layout,135,Sunday,23:00 to 00:00
2521,JP Nagar,61,Monday,00:00 to 01:00
2522,JP Nagar,65,Monday,01:00 to 02:00
2523,JP Nagar,72,Monday,02:00 to 03:00
2524,JP Nagar,77,Monday,03:00 to 04:00
2525,JP Nagar,86,Monday,04:00 to 05:00
2526,JP Nagar,128,Monday,05:00 to 06:00
2527,JP Nagar,116,Monday,06:00 to 07:00
2528,JP Nagar,77,Monday,07:00 to 08:00
2529,JP Nagar,142,Monday,08:00 to 09:00
2530,JP Nagar,108,Monday,09:00 to 10:00
2531,JP Nagar,155,Monday,10:00 to 11:00
2532,JP Nagar,128,Monday,11:00 to 12:00
2533,JP Nagar,93,Monday,12:00 to 13:00
2534,JP Nagar,95,Monday,13:00 to 14:00
2535,JP Nagar,116,Monday,14:00 to 15:00
2536,JP Nagar,84,Monday,15:00 to 16:00
2537,JP Nagar,89,Monday,16:00 to 17:00
2538,JP Nagar,157,Monday,17:00 to 18:00
2539,JP Nagar,133,Monday,18:00 to 19:00
2540,JP Nagar,142,Monday,19:00 to 20:00
2541,JP Nagar,84,Monday,20:00 to 21:00
2542,JP Nagar,122,Monday,21:00 to 22:00
2543,JP Nagar,126,Monday,22:00 to 23:00
2544,JP Nagar,104,Monday,23:00 to 00:00
2545,JP Nagar,74,Tuesday,00:00 to 01:00
2546,JP Nagar,53,Tuesday,01:00 to 02:00
2547,JP Nagar,79,Tuesday,02:00 to 03:00
2548,JP Nagar,89,Tuesday,03:00 to 04:00
2549,JP Nagar,64,Tuesday,04:00 to 05:00
2550,JP Nagar,126,Tuesday,05:00 to 06:00
2551,JP Nagar,82,Tuesday,06:00 to 07:00
2552,JP Nagar,75,Tuesday,07:00 to 08:00
2553,JP Nagar,114,Tuesday,08:00 to 09:00
2554,JP Nagar,130,Tuesday,09:00 to 10:00
2555,JP Nagar,138,Tuesday,10:00 to 11:00
2556,JP Nagar,109,Tuesday,11:00 to 12:00
2557,JP Nagar,82,Tuesday,12:00 to 13:00
2558,JP Nagar,119,Tuesday,13:00 to 14:00
2559,JP Nagar,102,Tuesday,14:00 to 15:00
2560,JP Nagar,72,Tuesday,15:00 to 16:00
2561,JP Nagar,110,Tuesday,16:00 to 17:00
2562,JP Nagar,164,Tuesday,17:00 to 18:00
2563,JP Nagar,137,Tuesday,18:00 to 19:00
2564,JP Nagar,156,Tuesday,19:00 to 20:00
2565,JP Nagar,115,Tuesday,20:00 to 21:00
2566,JP Nagar,113,Tuesday,21:00 to 22:00
2567,JP Nagar,118,Tuesday,22:00 to 23:00
2568,JP Nagar,89,Tuesday,23:00 to 00:00
2569,JP Nagar,56,Wednesday,00:00 to 01:00
2570,JP Nagar,62,Wednesday,01:00 to 02:00
2571,JP Nagar,80,Wednesday,02:00 to 03:00
2572,JP Nagar,74,Wednesday,03:00 to 04:00
2573,JP Nagar,85,Wednesday,04:00 to 05:00
2574,JP Nagar,111,Wednesday,05:00 to 06:00
2575,JP Nagar,70,Wednesday,06:00 to 07:00
2576,JP Nagar,95,Wednesday,07:00 to 08:00
2577,JP Nagar,100,Wednesday,08:00 to 09:00
2578,JP Nagar,144,Wednesday,09:00 to 10:00
2579,JP Nagar,133,Wednesday,10:00 to 11:00
2580,JP Nagar,120,Wednesday,11:00 to 12:00
2581,JP Nagar,101,Wednesday,12:00 to 13:00
2582,JP Nagar,86,Wednesday,13:00 to 14:00
2583,JP Nagar,112,Wednesday,14:00 to 15:00
2584,JP Nagar,97,Wednesday,15:00 to 16:00
2585,JP Nagar,98,Wednesday,16:00 to 17:00
2586,JP Nagar,131,Wednesday,17:00 to 18:00
2587,JP Nagar,129,Wednesday,18:00 to 19:00
2588,JP Nagar,163,Wednesday,19:00 to 20:00
2589,JP Nagar,97,Wednesday,20:00 to 21:00
2590,JP Nagar,111,Wednesday,21:00 to 22:00
2591,JP Nagar,120,Wednesday,22:00 to 23:00
2592,JP Nagar,90,Wednesday,23:00 to 00:00
2593,JP Nagar,70,Thursday,00:00 to 01:00
2594,JP Nagar,52,Thursday,01:00 to 02:00
2595,JP Nagar,54,Thursday,02:00 to 03:00
2596,JP Nagar,55,Thursday,03:00 to 04:00
2597,JP Nagar,65,Thursday,04:00 to 05:00
2598,JP Nagar,96,Thursday,05:00 to 06:00
2599,JP Nagar,100,Thursday,06:00 to 07:00
2600,JP Nagar,81,Thursday,07:00 to 08:00
2601,JP Nagar,154,Thursday,08:00 to 09:00
2602,JP Nagar,107,Thursday,09:00 to 10:00
2603,JP Nagar,129,Thursday,10:00 to 11:00
2604,JP Nagar,78,Thursday,11:00 to 12:00
2605,JP Nagar,92,Thursday,12:00 to 13:00
2606,JP Nagar,100,Thursday,13:00 to 14:00
2607,JP Nagar,107,Thursday,14:00 to 15:00
2608,JP Nagar,98,Thursday,15:00 to 16:00
2609,JP Nagar,102,Thursday,16:00 to 17:00
2610,JP Nagar,114,Thursday,17:00 to 18:00
2611,JP Nagar,136,Thursday,18:00 to 19:00
2612,JP Nagar,152,Thursday,19:00 to 20:00
2613,JP Nagar,94,Thursday,20:00 to 21:00
2614,JP Nagar,127,Thursday,21:00 to 22:00
2615,JP Nagar,73,Thursday,22:00 to 23:00
2616,JP Nagar,79,Thursday,23:00 to 00:00
2617,JP Nagar,55,Friday,00:00 to 01:00
2618,JP Nagar,58,Friday,01:00 to 02:00
2619,JP Nagar,63,Friday,02:00 to 03:00
2620,JP Nagar,50,Friday,03:00 to 04:00
2621,JP Nagar,61,Friday,04:00 to 05:00
2622,JP Nagar,73,Friday,05:00 to 06:00
2623,JP Nagar,82,Friday,06:00 to 07:00
2624,JP Nagar,120,Friday,07:00 to 08:00
2625,JP Nagar,128,Friday,08:00 to 09:00
2626,JP Nagar,108,Friday,09:00 to 10:00
2627,JP Nagar,119,Friday,10:00 to 11:00
2628,JP Nagar,83,Friday,11:00 to 12:00
2629,JP Nagar,111,Friday,12:00 to 13:00
2630,JP Nagar,129,Friday,13:00 to 14:00
2631,JP Nagar,86,Friday,14:00 to 15:00
2632,JP Nagar,125,Friday,15:00 to 16:00
2633,JP Nagar,95,Friday,16:00 to 17:00
2634,JP Nagar,143,Friday,17:00 to 18:00
2635,JP Nagar,144,Friday,18:00 to 19:00
2636,JP Nagar,161,Friday,19:00 to 20:00
2637,JP Nagar,126,Friday,20:00 to 21:00
2638,JP Nagar,100,Friday,21:00 to 22:00
2639,JP Nagar,129,Friday,22:00 to 23:00
2640,JP Nagar,85,Friday,23:00 to 00:00
2641,JP Nagar,146,Saturday,00:00 to 01:00
2642,JP Nagar,114,Saturday,01:00 to 02:00
2643,JP Nagar,106,Saturday,02:00 to 03:00
2644,JP Nagar,68,Saturday,03:00 to 04:00
2645,JP Nagar,100,Saturday,04:00 to 05:00
2646,JP Nagar,90,Saturday,05:00 to 06:00
2647,JP Nagar,76,Saturday,06:00 to 07:00
2648,JP Nagar,71,Saturday,07:00 to 08:00
2649,JP Nagar,89,Saturday,08:00 to 09:00
2650,JP Nagar,79,Saturday,09:00 to 10:00
2651,JP Nagar,120,Saturday,10:00 to 11:00
2652,JP Nagar,107,Saturday,11:00 to 12:00
2653,JP Nagar,124,Saturday,12:00 to 13:00
2654,JP Nagar,123,Saturday,13:00 to 14:00
2655,JP Nagar,111,Saturday,14:00 to 15:00
2656,JP Nagar,83,Saturday,15:00 to 16:00
2657,JP Nagar,121,Saturday,16:00 to 17:00
2658,JP Nagar,87,Saturday,17:00 to 18:00
2659,JP Nagar,102,Saturday,18:00 to 19:00
2660,JP Nagar,97,Saturday,19:00 to 20:00
2661,JP Nagar,103,Saturday,20:00 to 21:00
2662,JP Nagar,77,Saturday,21:00 to 22:00
2663,JP Nagar,139,Saturday,22:00 to 23:00
2664,JP Nagar,111,Saturday,23:00 to 00:00
2665,JP Nagar,99,Sunday,00:00 to 01:00
2666,JP Nagar,149,Sunday,01:00 to 02:00
2667,JP Nagar,143,Sunday,02:00 to 03:00
2668,JP Nagar,84,Sunday,03:00 to 04:00
2669,JP Nagar,107,Sunday,04:00 to 05:00
2670,JP Nagar,84,Sunday,05:00 to 06:00
2671,JP Nagar,109,Sunday,06:00 to 07:00
2672,JP Nagar,90,Sunday,07:00 to 08:00
2673,JP Nagar,96,Sunday,08:00 to 09:00
2674,JP Nagar,104,Sunday,09:00 to 10:00
2675,JP Nagar,109,Sunday,10:00 to 11:00
2676,JP Nagar,123,Sunday,11:00 to 12:00
2677,JP Nagar,128,Sunday,12:00 to 13:00
2678,JP Nagar,119,Sunday,13:00 to 14:00
2679,JP Nagar,110,Sunday,14:00 to 15:00
2680,JP Nagar,117,Sunday,15:00 to 16:00
2681,JP Nagar,99,Sunday,16:00 to 17:00
2682,JP Nagar,123,Sunday,17:00 to 18:00
2683,JP Nagar,104,Sunday,18:00 to 19:00
2684,JP Nagar,91,Sunday,19:00 to 20:00
2685,JP Nagar,69,Sunday,20:00 to 21:00
2686,JP Nagar,79,Sunday,21:00 to 22:00
2687,JP Nagar,134,Sunday,22:00 to 23:00
2688,JP Nagar,145,Sunday,23:00 to 00:00
2689,Bannerghatta Road,66,Monday,00:00 to 01:00
2690,Bannerghatta Road,80,Monday,01:00 to 02:00
2691,Bannerghatta Road,80,Monday,02:00 to 03:00
2692,Bannerghatta Road,68,Monday,03:00 to 04:00
2693,Bannerghatta Road,69,Monday,04:00 to 05:00
2694,Bannerghatta Road,95,Monday,05:00 to 06:00
2695,Bannerghatta Road,117,Monday,06:00 to 07:00
2696,Bannerghatta Road,83,Monday,07:00 to 08:00
2697,Bannerghatta Road,157,Monday,08:00 to 09:00
2698,Bannerghatta Road,140,Monday,09:00 to 10:00
2699,Bannerghatta Road,138,Monday,10:00 to 11:00
2700,Bannerghatta Road,73,Monday,11:00 to 12:00
2701,Bannerghatta Road,110,Monday,12:00 to 13:00
2702,Bannerghatta Road,116,Monday,13:00 to 14:00
2703,Bannerghatta Road,93,Monday,14:00 to 15:00
2704,Bannerghatta Road,125,Monday,15:00 to 16:00
2705,Bannerghatta Road,98,Monday,16:00 to 17:00
2706,Bannerghatta Road,118,Monday,17:00 to 18:00
2707,Bannerghatta Road,129,Monday,18:00 to 19:00
2708,Bannerghatta Road,170,Monday,19:00 to 20:00
2709,Bannerghatta Road,120,Monday,20:00 to 21:00
2710,Bannerghatta Road,80,Monday,21:00 to 22:00
2711,Bannerghatta Road,102,Monday,22:00 to 23:00
2712,Bannerghatta Road,85,Monday,23:00 to 00:00
2713,Bannerghatta Road,71,Tuesday,00:00 to 01:00
2714,Bannerghatta Road,54,Tuesday,01:00 to 02:00
2715,Bannerghatta Road,65,Tuesday,02:00 to 03:00
2716,Bannerghatta Road,74,Tuesday,03:00 to 04:00
2717,Bannerghatta Road,69,Tuesday,04:00 to 05:00
2718,Bannerghatta Road,70,Tuesday,05:00 to 06:00
2719,Bannerghatta Road,75,Tuesday,06:00 to 07:00
2720,Bannerghatta Road,107,Tuesday,07:00 to 08:00
2721,Bannerghatta Road,160,Tuesday,08:00 to 09:00
2722,Bannerghatta Road,149,Tuesday,09:00 to 10:00
2723,Bannerghatta Road,127,Tuesday,10:00 to 11:00
2724,Bannerghatta Road,112,Tuesday,11:00 to 12:00
2725,Bannerghatta Road,80,Tuesday,12:00 to 13:00
2726,Bannerghatta Road,82,Tuesday,13:00 to 14:00
2727,Bannerghatta Road,77,Tuesday,14:00 to 15:00
2728,Bannerghatta Road,95,Tuesday,15:00 to 16:00
2729,Bannerghatta Road,112,Tuesday,16:00 to 17:00
2730,Bannerghatta Road,136,Tuesday,17:00 to 18:00
2731,Bannerghatta Road,136,Tuesday,18:00 to 19:00
2732,Bannerghatta Road,154,Tuesday,19:00 to 20:00
2733,Bannerghatta Road,105,Tuesday,20:00 to 21:00
2734,Bannerghatta Road,98,Tuesday,21:00 to 22:00
2735,Bannerghatta Road,91,Tuesday,22:00 to 23:00
2736,Bannerghatta Road,121,Tuesday,23:00 to 00:00
2737,Bannerghatta Road,59,Wednesday,00:00 to 01:00
2738,Bannerghatta Road,73,Wednesday,01:00 to 02:00
2739,Bannerghatta Road,78,Wednesday,02:00 to 03:00
2740,Bannerghatta Road,74,Wednesday,03:00 to 04:00
2741,Bannerghatta Road,64,Wednesday,04:00 to 05:00
2742,Bannerghatta Road,78,Wednesday,05:00 to 06:00
2743,Bannerghatta Road,111,Wednesday,06:00 to 07:00
2744,Bannerghatta Road,101,Wednesday,07:00 to 08:00
2745,Bannerghatta Road,122,Wednesday,08:00 to 09:00
2746,Bannerghatta Road,152,Wednesday,09:00 to 10:00
2747,Bannerghatta Road,100,Wednesday,10:00 to 11:00
2748,Bannerghatta Road,97,Wednesday,11:00 to 12:00
2749,Bannerghatta Road,121,Wednesday,12:00 to 13:00
2750,Bannerghatta Road,103,Wednesday,13:00 to 14:00
2751,Bannerghatta Road,70,Wednesday,14:00 to 15:00
2752,Bannerghatta Road,97,Wednesday,15:00 to 16:00
2753,Bannerghatta Road,101,Wednesday,16:00 to 17:00
2754,Bannerghatta Road,140,Wednesday,17:00 to 18:00
2755,Bannerghatta Road,151,Wednesday,18:00 to 19:00
2756,Bannerghatta Road,152,Wednesday,19:00 to 20:00
2757,Bannerghatta Road,117,Wednesday,20:00 to 21:00
2758,Bannerghatta Road,102,Wednesday,21:00 to 22:00
2759,Bannerghatta Road,111,Wednesday,22:00 to 23:00
2760,Bannerghatta Road,77,Wednesday,23:00 to 00:00
2761,Bannerghatta Road,52,Thursday,00:00 to 01:00
2762,Bannerghatta Road,58,Thursday,01:00 to 02:00
2763,Bannerghatta Road,55,Thursday,02:00 to 03:00
2764,Bannerghatta Road,90,Thursday,03:00 to 04:00
2765,Bannerghatta Road,86,Thursday,04:00 to 05:00
2766,Bannerghatta Road,77,Thursday,05:00 to 06:00
2767,Bannerghatta Road,117,Thursday,06:00 to 07:00
2768,Bannerghatta Road,107,Thursday,07:00 to 08:00
2769,Bannerghatta Road,142,Thursday,08:00 to 09:00
2770,Bannerghatta Road,108,Thursday,09:00 to 10:00
2771,Bannerghatta Road,149,Thursday,10:00 to 11:00
2772,Bannerghatta Road,130,Thursday,11:00 to 12:00
2773,Bannerghatta Road,126,Thursday,12:00 to 13:00
2774,Bannerghatta Road,113,Thursday,13:00 to 14:00
2775,Bannerghatta Road,98,Thursday,14:00 to 15:00
2776,Bannerghatta Road,85,Thursday,15:00 to 16:00
2777,Bannerghatta Road,110,Thursday,16:00 to 17:00
2778,Bannerghatta Road,113,Thursday,17:00 to 18:00
2779,Bannerghatta Road,155,Thursday,18:00 to 19:00
2780,Bannerghatta Road,152,Thursday,19:00 to 20:00
2781,Bannerghatta Road,128,Thursday,20:00 to 21:00
2782,Bannerghatta Road,77,Thursday,21:00 to 22:00
2783,Bannerghatta Road,92,Thursday,22:00 to 23:00
2784,Bannerghatta Road,130,Thursday,23:00 to 00:00
2785,Bannerghatta Road,74,Friday,00:00 to 01:00
2786,Bannerghatta Road,77,Friday,01:00 to 02:00
2787,Bannerghatta Road,74,Friday,02:00 to 03:00
2788,Bannerghatta Road,62,Friday,03:00 to 04:00
2789,Bannerghatta Road,79,Friday,04:00 to 05:00
2790,Bannerghatta Road,119,Friday,05:00 to 06:00
2791,Bannerghatta Road,118,Friday,06:00 to 07:00
2792,Bannerghatta Road,79,Friday,07:00 to 08:00
2793,Bannerghatta Road,139,Friday,08:00 to 09:00
2794,Bannerghatta Road,107,Friday,09:00 to 10:00
2795,Bannerghatta Road,118,Friday,10:00 to 11:00
2796,Bannerghatta Road,83,Friday,11:00 to 12:00
2797,Bannerghatta Road,81,Friday,12:00 to 13:00
2798,Bannerghatta Road,130,Friday,13:00 to 14:00
2799,Bannerghatta Road,94,Friday,14:00 to 15:00
2800,Bannerghatta Road,74,Friday,15:00 to 16:00
2801,Bannerghatta Road,100,Friday,16:00 to 17:00
2802,Bannerghatta Road,132,Friday,17:00 to 18:00
2803,Bannerghatta Road,147,Friday,18:00 to 19:00
2804,Bannerghatta Road,112,Friday,19:00 to 20:00
2805,Bannerghatta Road,112,Friday,20:00 to 21:00
2806,Bannerghatta Road,80,Friday,21:00 to 22:00
2807,Bannerghatta Road,92,Friday,22:00 to 23:00
2808,Bannerghatta Road,70,Friday,23:00 to 00:00
2809,Bannerghatta Road,98,Saturday,00:00 to 01:00
2810,Bannerghatta Road,98,Saturday,01:00 to 02:00
2811,Bannerghatta Road,141,Saturday,02:00 to 03:00
2812,Bannerghatta Road,93,Saturday,03:00 to 04:00
2813,Bannerghatta Road,71,Saturday,04:00 to 05:00
2814,Bannerghatta Road,105,Saturday,05:00 to 06:00
2815,Bannerghatta Road,60,Saturday,06:00 to 07:00
2816,Bannerghatta Road,102,Saturday,07:00 to 08:00
2817,Bannerghatta Road,80,Saturday,08:00 to 09:00
2818,Bannerghatta Road,65,Saturday,09:00 to 10:00
2819,Bannerghatta Road,124,Saturday,10:00 to 11:00
2820,Bannerghatta Road,130,Saturday,11:00 to 12:00
2821,Bannerghatta Road,94,Saturday,12:00 to 13:00
2822,Bannerghatta Road,100,Saturday,13:00 to 14:00
2823,Bannerghatta Road,116,Saturday,14:00 to 15:00
2824,Bannerghatta Road,89,Saturday,15:00 to 16:00
2825,Bannerghatta Road,93,Saturday,16:00 to 17:00
2826,Bannerghatta Road,91,Saturday,17:00 to 18:00
2827,Bannerghatta Road,118,Saturday,18:00 to 19:00
2828,Bannerghatta Road,81,Saturday,19:00 to 20:00
2829,Bannerghatta Road,96,Saturday,20:00 to 21:00
2830,Bannerghatta Road,106,Saturday,21:00 to 22:00
2831,Bannerghatta Road,140,Saturday,22:00 to 23:00
2832,Bannerghatta Road,135,Saturday,23:00 to 00:00
2833,Bannerghatta Road,120,Sunday,00:00 to 01:00
2834,Bannerghatta Road,134,Sunday,01:00 to 02:00
2835,Bannerghatta Road,145,Sunday,02:00 to 03:00
2836,Bannerghatta Road,79,Sunday,03:00 to 04:00
2837,Bannerghatta Road,88,Sunday,04:00 to 05:00
2838,Bannerghatta Road,72,Sunday,05:00 to 06:00
2839,Bannerghatta Road,99,Sunday,06:00 to 07:00
2840,Bannerghatta Road,84,Sunday,07:00 to 08:00
2841,Bannerghatta Road,99,Sunday,08:00 to 09:00
2842,Bannerghatta Road,76,Sunday,09:00 to 10:00
2843,Bannerghatta Road,118,Sunday,10:00 to 11:00
2844,Bannerghatta Road,95,Sunday,11:00 to 12:00
2845,Bannerghatta Road,107,Sunday,12:00 to 13:00
2846,Bannerghatta Road,84,Sunday,13:00 to 14:00
2847,Bannerghatta Road,118,Sunday,14:00 to 15:00
2848,Bannerghatta Road,108,Sunday,15:00 to 16:00
2849,Bannerghatta Road,107,Sunday,16:00 to 17:00
2850,Bannerghatta Road,91,Sunday,17:00 to 18:00
2851,Bannerghatta Road,114,Sunday,18:00 to 19:00
2852,Bannerghatta Road,60,Sunday,19:00 to 20:00
2853,Bannerghatta Road,62,Sunday,20:00 to 21:00
2854,Bannerghatta Road,102,Sunday,21:00 to 22:00
2855,Bannerghatta Road,109,Sunday,22:00 to 23:00
2856,Bannerghatta Road,102,Sunday,23:00 to 00:00
2857,Girinagar,66,Monday,00:00 to 01:00
2858,Girinagar,79,Monday,01:00 to 02:00
2859,Girinagar,86,Monday,02:00 to 03:00
2860,Girinagar,50,Monday,03:00 to 04:00
2861,Girinagar,81,Monday,04:00 to 05:00
2862,Girinagar,125,Monday,05:00 to 06:00
2863,Girinagar,83,Monday,06:00 to 07:00
2864,Girinagar,127,Monday,07:00 to 08:00
2865,Girinagar,130,Monday,08:00 to 09:00
2866,Girinagar,104,Monday,09:00 to 10:00
2867,Girinagar,101,Monday,10:00 to 11:00
2868,Girinagar,129,Monday,11:00 to 12:00
2869,Girinagar,112,Monday,12:00 to 13:00
2870,Girinagar,98,Monday,13:00 to 14:00
2871,Girinagar,80,Monday,14:00 to 15:00
2872,Girinagar,116,Monday,15:00 to 16:00
2873,Girinagar,116,Monday,16:00 to 17:00
2874,Girinagar,118,Monday,17:00 to 18:00
2875,Girinagar,162,Monday,18:00 to 19:00
2876,Girinagar,164,Monday,19:00 to 20:00
2877,Girinagar,92,Monday,20:00 to 21:00
2878,Girinagar,80,Monday,21:00 to 22:00
2879,Girinagar,109,Monday,22:00 to 23:00
2880,Girinagar,84,Monday,23:00 to 00:00
2881,Girinagar,82,Tuesday,00:00 to 01:00
2882,Girinagar,85,Tuesday,01:00 to 02:00
2883,Girinagar,87,Tuesday,02:00 to 03:00
2884,Girinagar,74,Tuesday,03:00 to 04:00
2885,Girinagar,74,Tuesday,04:00 to 05:00
2886,Girinagar,92,Tuesday,05:00 to 06:00
2887,Girinagar,108,Tuesday,06:00 to 07:00
2888,Girinagar,117,Tuesday,07:00 to 08:00
2889,Girinagar,154,Tuesday,08:00 to 09:00
2890,Girinagar,136,Tuesday,09:00 to 10:00
2891,Girinagar,136,Tuesday,10:00 to 11:00
2892,Girinagar,115,Tuesday,11:00 to 12:00
2893,Girinagar,76,Tuesday,12:00 to 13:00
2894,Girinagar,105,Tuesday,13:00 to 14:00
2895,Girinagar,89,Tuesday,14:00 to 15:00
2896,Girinagar,120,Tuesday,15:00 to 16:00
2897,Girinagar,104,Tuesday,16:00 to 17:00
2898,Girinagar,164,Tuesday,17:00 to 18:00
2899,Girinagar,128,Tuesday,18:00 to 19:00
2900,Girinagar,134,Tuesday,19:00 to 20:00
2901,Girinagar,107,Tuesday,20:00 to 21:00
2902,Girinagar,99,Tuesday,21:00 to 22:00
2903,Girinagar,126,Tuesday,22:00 to 23:00
2904,Girinagar,129,Tuesday,23:00 to 00:00
2905,Girinagar,80,Wednesday,00:00 to 01:00
2906,Girinagar,65,Wednesday,01:00 to 02:00
2907,Girinagar,63,Wednesday,02:00 to 03:00
2908,Girinagar,58,Wednesday,03:00 to 04:00
2909,Girinagar,89,Wednesday,04:00 to 05:00
2910,Girinagar,105,Wednesday,05:00 to 06:00
2911,Girinagar,116,Wednesday,06:00 to 07:00
2912,Girinagar,95,Wednesday,07:00 to 08:00
2913,Girinagar,149,Wednesday,08:00 to 09:00
2914,Girinagar,119,Wednesday,09:00 to 10:00
2915,Girinagar,151,Wednesday,10:00 to 11:00
2916,Girinagar,114,Wednesday,11:00 to 12:00
2917,Girinagar,77,Wednesday,12:00 to 13:00
2918,Girinagar,112,Wednesday,13:00 to 14:00
2919,Girinagar,77,Wednesday,14:00 to 15:00
2920,Girinagar,115,Wednesday,15:00 to 16:00
2921,Girinagar,77,Wednesday,16:00 to 17:00
2922,Girinagar,152,Wednesday,17:00 to 18:00
2923,Girinagar,119,Wednesday,18:00 to 19:00
2924,Girinagar,127,Wednesday,19:00 to 20:00
2925,Girinagar,96,Wednesday,20:00 to 21:00
2926,Girinagar,83,Wednesday,21:00 to 22:00
2927,Girinagar,92,Wednesday,22:00 to 23:00
2928,Girinagar,84,Wednesday,23:00 to 00:00
2929,Girinagar,61,Thursday,00:00 to 01:00
2930,Girinagar,86,Thursday,01:00 to 02:00
2931,Girinagar,79,Thursday,02:00 to 03:00
2932,Girinagar,60,Thursday,03:00 to 04:00
2933,Girinagar,51,Thursday,04:00 to 05:00
2934,Girinagar,82,Thursday,05:00 to 06:00
2935,Girinagar,97,Thursday,06:00 to 07:00
2936,Girinagar,92,Thursday,07:00 to 08:00
2937,Girinagar,151,Thursday,08:00 to 09:00
2938,Girinagar,157,Thursday,09:00 to 10:00
2939,Girinagar,132,Thursday,10:00 to 11:00
2940,Girinagar,105,Thursday,11:00 to 12:00
2941,Girinagar,115,Thursday,12:00 to 13:00
2942,Girinagar,129,Thursday,13:00 to 14:00
2943,Girinagar,99,Thursday,14:00 to 15:00
2944,Girinagar,75,Thursday,15:00 to 16:00
2945,Girinagar,96,Thursday,16:00 to 17:00
2946,Girinagar,136,Thursday,17:00 to 18:00
2947,Girinagar,129,Thursday,18:00 to 19:00
2948,Girinagar,153,Thursday,19:00 to 20:00
2949,Girinagar,76,Thursday,20:00 to 21:00
2950,Girinagar,114,Thursday,21:00 to 22:00
2951,Girinagar,115,Thursday,22:00 to 23:00
2952,Girinagar,111,Thursday,23:00 to 00:00
2953,Girinagar,65,Friday,00:00 to 01:00
2954,Girinagar,57,Friday,01:00 to 02:00
2955,Girinagar,81,Friday,02:00 to 03:00
2956,Girinagar,75,Friday,03:00 to 04:00
2957,Girinagar,69,Friday,04:00 to 05:00
2958,Girinagar,129,Friday,05:00 to 06:00
2959,Girinagar,100,Friday,06:00 to 07:00
2960,Girinagar,111,Friday,07:00 to 08:00
2961,Girinagar,141,Friday,08:00 to 09:00
2962,Girinagar,137,Friday,09:00 to 10:00
2963,Girinagar,104,Friday,10:00 to 11:00
2964,Girinagar,119,Friday,11:00 to 12:00
2965,Girinagar,107,Friday,12:00 to 13:00
2966,Girinagar,102,Friday,13:00 to 14:00
2967,Girinagar,101,Friday,14:00 to 15:00
2968,Girinagar,121,Friday,15:00 to 16:00
2969,Girinagar,85,Friday,16:00 to 17:00
2970,Girinagar,134,Friday,17:00 to 18:00
2971,Girinagar,158,Friday,18:00 to 19:00
2972,Girinagar,136,Friday,19:00 to 20:00
2973,Girinagar,110,Friday,20:00 to 21:00
2974,Girinagar,90,Friday,21:00 to 22:00
